vertex_id,asin,parent_asin
1151,,b01eo367ua
1152,,b085v6pjq2
1153,,b011dfhk2q
1154,,b08lvbcb51
1155,,b078yb4zfj
1156,,b08cjzdn6q
1157,,b0br3mj9cb
1158,,b00wkqsjms
1159,,b08l6g1kp3
1160,,b09qypg9wd
1161,,b002rlhcvu
1162,,b019zz1g94
1163,,b07s3skyy2
1164,,b000ykh090
1165,,b0982gws7b
1166,,b00019mrre
1167,,b087452smk
1168,,b06zxxnmns
1169,,b002frgkge
1170,,b0196if7ze
1171,,b08g9qgs12
1172,,b09m3l61c1
1173,,b08cxg3kkv
1174,,b08c5nztkm
1175,,b07pmm3mmh
1176,,b07brxx32m
1177,,b008lfas08
1178,,b004242z2q
1179,,b00239q2nk
1180,,b07mtpqskr
1181,,b082tpd3k3
1182,,b0b21hm7lk
1183,,b07z5qscnf
1184,,b089cftvw3
1185,,b087c3c1zf
1186,,b07dxvn7c5
1187,,b095bxyv73
1188,,b0b73s6fw2
1189,,b07337yj19
1190,,b001qggnps
1191,,b01ajgxm54
1192,,b07q84q5pj
1193,,b094pvbnbz
1194,,b07ypldvh3
1195,,b09fzf6tx1
1196,,b07v4542kn
1197,,b000m86jsm
1198,,b072kmtg5p
1199,,b085vw1wq4
1200,,b09lgz6hv7
1201,,b0147tmtfs
1202,,b07zddjv9k
1203,,b00npqf9ck
1204,,b08hv9b2kn
1205,,b071xtthvv
1206,,b01n0xi06d
1207,,b001iawvvw
1208,,b0892gpv85
1209,,b00b499low
1210,,b09r7mq2b7
1211,,b09d8ymnxc
1212,,b00aujpz92
1213,,b07tn72zrq
1214,,b08wqcr5bq
1215,,b081dynwg4
1216,,b0bzt1b773
1217,,b083bgl3wk
1218,,b01ihnv95g
1219,,b01ms6ccmn
1220,,b00coypcq2
1221,,b01k1yo8km
1222,,b082337ngr
1223,,b082hbk9ct
1224,,b09xlz9jxm
1225,,b091mt4swc
1226,,b0bb89b5rz
1227,,b094n8m976
1228,,b08tc3p1y2
1229,,b016uj9otm
1230,,b0bpdjlyb1
1231,,b08c6xnn2d
1232,,b08xwly3r4
1233,,b09qybxx2n
1234,,b07k3ydszl
1235,,b002bshdke
1236,,b092hnjs6x
1237,,b09v1v1syw
1238,,b0brxy5wcm
1239,,b016zh6qxq
1240,,b08kpsfdv7
1241,,b004rtmd8c
1242,,b0bl371ysr
1243,,b07wf97kws
1244,,b0bb7p5p87
1245,,b00zjhxniu
1246,,b0bzxmz9h9
1247,,b00u6eld38
1248,,b0bfdw6hxv
1249,,b07n87qgrj
1250,,b01mqx0ry9
1251,,b08jjcz9s3
1252,,b010tq2r28
1253,,b000kkkusm
1254,,b00b5h5vba
1255,,b08hvqphng
1256,,b007ce373o
1257,,b077bfwlmc
1258,,b07bqslyd8
1259,,b00f920hso
1260,,b0134sqn4g
1261,,b075ctkzw8
1262,,b007kb8jiw
1263,,b0brmfcc53
1264,,b017hx1e0m
1265,,b07wlns2rk
1266,,b07tbplzvv
1267,,b001ahaswm
1268,,b004sf2ina
1269,,b0872p5w2r
1270,,b07nh4lq77
1271,,b00my67wig
1272,,b07pbhqwwz
1273,,b07434v465
1274,,b09bs8w22j
1275,,b07h9nc9sf
1276,,b005dowmz4
1277,,b012y4o16i
1278,,b08x4b4mq2
1279,,b082x4gr47
1280,,b0b7xr82g3
1281,,b0957w6spp
1282,,b081fhrvdp
1283,,b09y8srw7q
1284,,b013ys7pkm
1285,,b09bgjynhq
1286,,b00japdstq
1287,,b0091rkh24
1288,,b001i8zr2e
1289,,b07q48c5q2
1290,,b00bi02yeq
1291,,b07gc8xm2d
1292,,b011hzmc8e
1293,,b09shv7mqz
1294,,b0b76x3b3t
1295,,b0cdkn1p2y
1296,,b08998p8jz
1297,,b01m1p8en8
1298,,b0bhp814pm
1299,,b09mvs29wz
1300,,b01mrwhmcx
1301,,b01jl0vycc
1302,,b092hyjytv
1303,,b0c77gt8n5
1304,,b09p2x37tc
1305,,b077khcvhn
1306,,b073dyvnpz
1307,,b085q59qw1
1308,,b09ytwnw96
1309,,b09gycgrr3
1310,,b07vflj23t
1311,,b01aasy6v0
1312,,b0by25chyr
1313,,b09rzvqvrf
1314,,b0c1zb2tjx
1315,,b00cdjhiyw
1316,,b07fnshlt3
1317,,b082txsmpg
1318,,b00mgsn9xe
1319,,b0bj6jb8lk
1320,,b002bdtfmi
1321,,b09mjrvtgf
1322,,b08764cqmz
1323,,b0bb7gwxwr
1324,,b099nnshyz
1325,,b09znlw67r
1326,,b07rw62n6b
1327,,b07cgfszq2
1328,,b07mt3m1s4
1329,,b012fra8uc
1330,,b0bgwt98n8
1331,,b00dnwhy0q
1332,,b011fvb498
1333,,b00ypp2ugi
1334,,b005cmjauw
1335,,b01f5mpcxw
1336,,b00wfy7lce
1337,,b082mtq1kj
1338,,b000qcz2u0
1339,,b07jz6mtc4
1340,,b0bmls29d3
1341,,b0012s7jwg
1342,,b08m5sg2gb
1343,,b001fwxkls
1344,,b00maprlx2
1345,,b018969v38
1346,,b08nd3y9cv
1347,,b09g5gp3y4
1348,,b07j33kc7y
1349,,b09c5pvy1b
1350,,b09w9fpcpy
1351,,b07r5ccxfz
1352,,b0br63g2tf
1353,,b08z317k9s
1354,,b093cn4ylm
1355,,b08f61y4gp
1356,,b0b4w6v52b
1357,,b00os3qsry
1358,,b0002y5x9m
1359,,b075g1q2th
1360,,b07xpdgbhl
1361,,b09z8h9x2b
1362,,b081np6h96
1363,,b095crfxt1
1364,,b08pfmj99d
1365,,b082f1zrtm
1366,,b09rj4hv7b
1367,,b07vqpyqb1
1368,,b0c8nmwxtm
1369,,b00n09d0tq
1370,,b0c2vl9jgj
1371,,b00f1fonbq
1372,,b0cgmcms42
1373,,b0b9j28336
1374,,b08tqsfw7g
1375,,b07wx1fn72
1376,,b07h1gd2fc
1377,,b004enkini
1378,,b083drw4ds
1379,,b01gciikci
1380,,b0bk377jbp
1381,,b004m5mwgy
1382,,b00545rx7e
1383,,b003ucbhes
1384,,b00akfsjz8
1385,,b0c4xwtx7l
1386,,b0bz8t5bj6
1387,,b005hnw15m
1388,,b0bx3w2wst
1389,,b005nich5u
1390,,b01bqgijqs
1391,,b00xhv7kw0
1392,,b07mwq3hvz
1393,,b09sr647jf
1394,,b01dowwx00
1395,,b09g6kyxqw
1396,,b0000de2ss
1397,,b081zrjrl9
1398,,b00485d8ha
1399,,b08t1d3y81
1400,,b08cf3tc7h
1401,,b0blw8pqgs
1402,,b07dkmy3k3
1403,,b0b2znyg37
1404,,b094c87zyz
1405,,b003lyyd28
1406,,b07vj611ty
1407,,b0bszv47yh
1408,,b078j5xcw4
1409,,b08x4gzl2y
1410,,b09mt5bqhw
1411,,b00ybubbq2
1412,,b08mf6l2np
1413,,b08bmh1xhr
1414,,b07b5gqkpl
1415,,b004ebuwhm
1416,,b08n12v2mc
1417,,b01m3prcem
1418,,b01fsthpua
1419,,b095jp4plh
1420,,b0042x9xae
1421,,b07xz1fb49
1422,,b0bzv3brt7
1423,,b08nwmj4g6
1424,,b08f7hznnw
1425,,b00i3wa2fu
1426,,b01250ln9e
1427,,b00hj28zpy
1428,,b00uxth1nc
1429,,b07chvzl82
1430,,b06xk3xhnp
1431,,b07bh1whfb
1432,,b00ksrv3uq
1433,,b09xjxyqm6
1434,,b09237x1gb
1435,,b0014xdyuk
1436,,b002e1avti
1437,,b01n1gbm7l
1438,,b07dkn3klp
1439,,b0c7zwxzjh
1440,,b07xk2x71n
1441,,b006yc5l16
1442,,b002vedg5y
1443,,b0bxl8142q
1444,,b09n34y8r1
1445,,b00dbrl4n6
1446,,b078mpb25m
1447,,b09228fr7h
1448,,b01m9dv5qi
1449,,b09lyshvzk
1450,,b08d6x9dnc
1451,,b087pdvh4s
1452,,b00lbuehk2
1453,,b0bblgt6dr
1454,,b07l3ww4k1
1455,,b0b4zhw5h1
1456,,b08xldnhp3
1457,,b002yk4xy8
1458,,b00f3fi0ou
1459,,b01l4y8l6u
1460,,b000v6zkbc
1461,,b00sy4voyk
1462,,b019rr4bew
1463,,b09m3sjm9t
1464,,b0bhqzl541
1465,,b075g1b63r
1466,,b07mdcxqfb
1467,,b08j3kqn8x
1468,,b06zyhplzs
1469,,b07qtcxtk5
1470,,b002670npm
1471,,b07p4kyj4b
1472,,b00hnke8ks
1473,,b01nb1x8k8
1474,,b0bz1hmw87
1475,,b08lk2g46y
1476,,b07pmbvq1q
1477,,b01ce3xzbq
1478,,b078sqd4b3
1479,,b0036uoja8
1480,,b09pymzhpt
1481,,b0c2vkld8z
1482,,b07gdnmk69
1483,,b07ntrn8wg
1484,,b0brz9znn2
1485,,b00cxk3s22
1486,,b01mywisae
1487,,b08fhqf8rs
1488,,b00f6g938s
1489,,b00xhebho4
1490,,b08ll3xnmj
1491,,b08y5m5n4w
1492,,b0731b2f6n
1493,,b0bcyt1nc9
1494,,b0by9g9131
1495,,b072j7c23n
1496,,b08p5yps25
1497,,b07mptlypw
1498,,b09rqv6swf
1499,,b0000vlxy6
1500,,b000w5qvlu
1501,,b09rkq1y5m
1502,,b0b691njz1
1503,,b07t7nybgy
1504,,b00kz64unc
1505,,b07xkxzt8g
1506,,b08b5vvwhw
1507,,b08q97jx3s
1508,,b08f4mw13p
1509,,b009lgclry
1510,,b01n6sv1dd
1511,,b09vwwljpb
1512,,b00e77l560
1513,,b010vzydjw
1514,,b00v4hh1be
1515,,b007uea0cm
1516,,b013jker0q
1517,,b0bbnkbdrz
1518,,b000npom8s
1519,,b0c1cnchsj
1520,,b07cr71873
1521,,b084zf3695
1522,,b01m34aqqg
1523,,b08fccxjty
1524,,b01l3eyqi8
1525,,b00166dusg
1526,,b0bbpnm2fc
1527,,b073tg87rv
1528,,b082fh99x6
1529,,b0194mfcc0
1530,,b09vkrnnzr
1531,,b0877c92h8
1532,,b0034jxo0w
1533,,b09kx56v3n
1534,,b00ky40232
1535,,b01fl42qsi
1536,,b01m0ajmxv
1537,,b0byb3kyvy
1538,,b0bn2l742q
1539,,b0728j3qvd
1540,,b005egszha
1541,,b0899ww2mm
1542,,b0784rsfyh
1543,,b0bm57rdmf
1544,,b0017szt1e
1545,,b092hvm6g5
1546,,b08b5t1vv1
1547,,b0b19whqr4
1548,,b0bll7s5wn
1549,,b09qfpn5kr
1550,,b0c4z56vcw
1551,,b0c55tnj44
1552,,b07dg1lk3s
1553,,b07hp12yvz
1554,,b0bp66dfb5
1555,,b07vprq42r
1556,,b088wgfq8r
1557,,b078v6ttk5
1558,,b07pqlwglk
1559,,b08r5pqhg7
1560,,b07ql9q5jg
1561,,b09tld9kcv
1562,,b00ff17io0
1563,,b079k9lzgj
1564,,b008f0dqt4
1565,,b00gbg6nqw
1566,,b00zaxmwia
1567,,b00ck58vww
1568,,b07y2ffxbw
1569,,b003z9l750
1570,,b09nxvllrx
1571,,b0c4zsldg8
1572,,b08b43rbpn
1573,,b0c3j513c6
1574,,b07f3wtxlv
1575,,b085hfsmdw
1576,,b06xk8s6sh
1577,,b0c654jd85
1578,,b07kmhmltg
1579,,b098wpf918
1580,,b098dpxst9
1581,,b098jstkl4
1582,,b08nsdlrnz
1583,,b01n9fen3i
1584,,b07qt88k9q
1585,,b081nx33w8
1586,,b00lbsmm5g
1587,,b07b9pll3g
1588,,b0794dhwtp
1589,,b07kp6lhnb
1590,,b07mjkk68b
1591,,b07rbg16sh
1592,,b005hnxfxy
1593,,b09qm35hkz
1594,,b01cg3l78c
1595,,b096gwbp5r
1596,,b09892g4g1
1597,,b001apn2dg
1598,,b0bvlw6299
1599,,b0184hwxqe
1600,,b00i606578
1601,,b00u05trjk
1602,,b0035rqbai
1603,,b07p5jwd52
1604,,b077365kjq
1605,,b09sks2r26
1606,,b07zr4d76j
1607,,b098dqm5tt
1608,,b001i9024g
1609,,b0bgmg7n9p
1610,,b07w6wpz2n
1611,,b09q956r8r
1612,,b0c6v89h1m
1613,,b08ywqq1dn
1614,,b0cc4tm88x
1615,,b00put9wz0
1616,,b08m5pfyyb
1617,,b0799rgkw5
1618,,b00ysm6q1i
1619,,b09ntcyf8d
1620,,b0001ag8f0
1621,,b08hs9zlwy
1622,,b07fqddwkf
1623,,b06xcrdlsg
1624,,b0bnzgzlbt
1625,,b07zhqj844
1626,,b00y5nxzoq
1627,,b07pdtft7z
1628,,b000feng3y
1629,,b07m8l1nsr
1630,,b07xn7y27t
1631,,b000gdmg5s
1632,,b08r38vfly
1633,,b07fmhgfqh
1634,,b07wfhwqxw
1635,,b084489zrc
1636,,b07ldk1rks
1637,,b00srt37ss
1638,,b076dhyjhd
1639,,b0b3hrkbvw
1640,,b001rctmtu
1641,,b07hg3zxvf
1642,,b07rqp439j
1643,,b0992gvd5c
1644,,b0855tj7y8
1645,,b0c2nqw78z
1646,,b0c4ttcnz2
1647,,b0bt8bmkdy
1648,,b0bvgtsg3t
1649,,b098k2q2xf
1650,,b096rsn1lh
1651,,b017149xr8
1652,,b08xt78xwx
1653,,b00jtug2j0
1654,,b0bw5c8djz
1655,,b008hysxge
1656,,b07b8xddjn
1657,,b08j4crb4b
1658,,b000hmccrk
1659,,b0b1zwf7wl
1660,,b00rzwr54u
1661,,b09x25wmvc
1662,,b004u5dv6q
1663,,b07plrsx3z
1664,,b09mjsfshm
1665,,b018ogrw4i
1666,,b0c482xf9w
1667,,b014ko8ttu
1668,,b0bdfvjdvx
1669,,b07c6b751l
1670,,b097c8srk8
1671,,b0977x3tth
1672,,b0c2ccdj79
1673,,b07rl8y5w4
1674,,b00rvw890i
1675,,b0033unug0
1676,,b0bqrmtt3h
1677,,b09wbd9cm2
1678,,b0bzjt331p
1679,,b07d275jlj
1680,,b0bggssql5
1681,,b094ny89ml
1682,,b07hhqt8p5
1683,,b07s2844ww
1684,,b0049h9nlc
1685,,b00005v3w3
1686,,b07r8wpwjp
1687,,b06y21sf7l
1688,,b07mzk7c6l
1689,,b01murhnz0
1690,,b093dcjnnl
1691,,b01myta3of
1692,,b00uffa5ic
1693,,b0145gmv7y
1694,,b01m05bb7t
1695,,b0b4pcs48x
1696,,b00m4jchre
1697,,b09bk72kg1
1698,,b007aqzaw0
1699,,b0000vmbqu
1700,,b0843hrp2d
1701,,b09sxhr4ql
1702,,b0000tqifm
1703,,b07dm9vg8d
1704,,b01ir1gqj2
1705,,b0876w492k
1706,,b08vgr8cs1
1707,,b00068kzhy
1708,,b001vsspha
1709,,b09cz4bzxh
1710,,b08l3jh2q2
1711,,b0b8yhj52t
1712,,b06y57qf6j
1713,,b0bq9dmh9w
1714,,b0145gnqiw
1715,,b09xc29s6g
1716,,b0c6rs6v2v
1717,,b07pnrhzmp
1718,,b093jmkfbs
1719,,b087q6y5rr
1720,,b017ld1h32
1721,,b00275fsqc
1722,,b018zoi5tu
1723,,b08r5c78mt
1724,,b0b2j3trbr
1725,,b08xc5j5br
1726,,b089gy53bz
1727,,b00065l4yu
1728,,b0c4jw9xhr
1729,,b01d82pzug
1730,,b09s4v25k6
1731,,b0c156ncx8
1732,,b000w5m1og
1733,,b081chrt6v
1734,,b00iiyr1ys
1735,,b0b9shzgt2
1736,,b075chcqx6
1737,,b01n99r41e
1738,,b008mw00sa
1739,,b00n30aq12
1740,,b0bd7f8pfp
1741,,b07c1rwdhx
1742,,b000bo83ta
1743,,b07z3kv146
1744,,b00lhsseg6
1745,,b0bthvxvyn
1746,,b08d912pyd
1747,,b09n27dymx
1748,,b0899nnbzl
1749,,b01ciyhft4
1750,,b07cn64gn4
1751,,b08438jvpf
1752,,b07y8th5ps
1753,,b098qz8gsy
1754,,b008vimzry
1755,,b08xc65ytr
1756,,b07lfkqm6f
1757,,b07zm679s4
1758,,b09gw78qj4
1759,,b09nmthvv8
1760,,b0bwnfk9wx
1761,,b098rl8kh3
1762,,b0bqwfjmpj
1763,,b07mb4qfyb
1764,,b07whmbq98
1765,,b0bz14gk2q
1766,,b0055sdcbq
1767,,b086zkzt4h
1768,,b07l8s6b2d
1769,,b0bsfnjpnt
1770,,b0bw46rdsf
1771,,b01airxvoq
1772,,b07mdm8ym6
1773,,b00jm9vzig
1774,,b0050jl4tc
1775,,b09tscw3mw
1776,,b07s1swjhj
1777,,b01ltdpl3c
1778,,b0c3mrx9wz
1779,,b01j9182z0
1780,,b06y4xh7c5
1781,,b094vg9lwr
1782,,b006vgj0fi
1783,,b003tta77u
1784,,b0bw46bbcg
1785,,b00h5x5ca8
1786,,b005t6fbok
1787,,b00cbfyhom
1788,,b00mnt65og
1789,,b09c1hxdp6
1790,,b00ekubxbg
1791,,b0b18krkw7
1792,,b09gf9mgyz
1793,,b005tjbypw
1794,,b0bqrl6s3n
1795,,b0c69pxh21
1796,,b09sl51vw6
1797,,b07c8b65v3
1798,,b01mfgokkh
1799,,b08vhsn9kc
1800,,b0073ym9s2
1801,,b08r5ngb3p
1802,,b004ytw58s
1803,,b0b15km52x
1804,,b09gkp1x74
1805,,b01mxhpg0y
1806,,b07w1x3t75
1807,,b076xf65jr
1808,,b09wbttd28
1809,,b004zkflxw
1810,,b09xh3ht1v
1811,,b006w0r5v4
1812,,b07q657v3m
1813,,b09hwgll8p
1814,,b0c84szxnc
1815,,b00nvhlurg
1816,,b004d95u0e
1817,,b0798k3rjm
1818,,b00kxd573y
1819,,b0c2vlh2fy
1820,,b004bdp6ag
1821,,b000bhiez0
1822,,b00k319r64
1823,,b01hd6p49u
1824,,b00mtifdks
1825,,b07chlrpz4
1826,,b005km05l2
1827,,b07ybvws49
1828,,b0c32fl27x
1829,,b07pcvgknp
1830,,b07xnpmzrc
1831,,b09ktm51gx
1832,,b00dob1sps
1833,,b0bfkfdbkj
1834,,b0713skgfr
1835,,b09ydlx1t9
1836,,b086zwhwtt
1837,,b09fdmtgmj
1838,,b0bjkng8zn
1839,,b001bkhsd0
1840,,b0c43nzg56
1841,,b0bxsfgqzd
1842,,b0bvm1dxcn
1843,,b00os3qt78
1844,,b01mr27rs5
1845,,b09ltxgbgh
1846,,b07xlb7cdq
1847,,b07jlscd28
1848,,b013gxdtyq
1849,,b09svmry19
1850,,b07tv8qy93
1851,,b078hhsqgw
1852,,b07rk96gc4
1853,,b072jgwydg
1854,,b0bjq8bng9
1855,,b09fw7lzzg
1856,,b00utqw0wg
1857,,b07jp25ktj
1858,,b08ynqgbtb
1859,,b085zbnh1b
1860,,b0071nwty4
1861,,b087tjs5t4
1862,,b0036rs1oq
1863,,b0btydty4r
1864,,b08jq9qlbb
1865,,b0c6lj4zt8
1866,,b08pyv1xdy
1867,,b0c7tf1p41
1868,,b00eilorss
1869,,b01my3g27r
1870,,b09hvb548h
1871,,b005m79zes
1872,,b085dj4jv8
1873,,b083gvlbf9
1874,,b00sxi7et6
1875,,b09t33jt81
1876,,b001e296as
1877,,b07tqzmb43
1878,,b0b2n4bs8q
1879,,b01m5h407v
1880,,b0789dckfg
1881,,b07dvc9p2k
1882,,b0bm9j2vrt
1883,,b0772vlmry
1884,,b0814b5rhg
1885,,b00na8amo8
1886,,b00oit63f0
1887,,b0blgsh39g
1888,,b07kcntdlk
1889,,b08v595dgt
1890,,b06zzxzws5
1891,,b0c43kb2lx
1892,,b09xmcyvc7
1893,,b08z233qq7
1894,,b07xjnplf8
1895,,b0093frxee
1896,,b079yltkx4
1897,,b01ak9zugo
1898,,b00jh9muxa
1899,,b0007lnj0a
1900,,b086rk82pt
1901,,b07d635vd4
1902,,b01dcbeou0
1903,,b079yqjp5r
1904,,b0bf55z2cf
1905,,b01n80oitf
1906,,b0c4y92gfp
1907,,b0728h6n51
1908,,b098dmctjj
1909,,b0007oer2g
1910,,b071rdf64f
1911,,b0b8p7b26g
1912,,b0838tt4kq
1913,,b08cd2w12f
1914,,b09m9fvfwz
1915,,b0bqg9v5w7
1916,,b017j7idj6
1917,,b0848tsvdl
1918,,b00i1tww6m
1919,,b09tnrzlwg
1920,,b0c7ztq7k1
1921,,b001bq5neu
1922,,b07wlmwqd3
1923,,b07g835d2s
1924,,b00jr5aawm
1925,,b0c88sztn8
1926,,b087qc2rsn
1927,,b00zx0mv6s
1928,,b0brcw9lfn
1929,,b09tk9894c
1930,,b07n6n52hy
1931,,b08fm3qww9
1932,,b0073mxrto
1933,,b07yg3wfx8
1934,,b09jjhjdc7
1935,,b01cplz4fc
1936,,b08cvf5dgz
1937,,b006wbw356
1938,,b076hmss56
1939,,b0c7sjxptv
1940,,b09jp5vrc7
1941,,b08r8d2q7x
1942,,b09qm6q77w
1943,,b008b8w1ic
1944,,b087n7znck
1945,,b083qbsdwb
1946,,b07h1s6y4f
1947,,b00006bsx0
1948,,b07vflq4pg
1949,,b003dyz91u
1950,,b0b5vqsvv1
1951,,b01grsla4i
1952,,b004qiwgqs
1953,,b0bry5kd4g
1954,,b008bsm86c
1955,,b00457lhcy
1956,,b08lhc76vs
1957,,b06x6ldmyr
1958,,b0c4f6p7ck
1959,,b0bzpjgks9
1960,,b01h0g8ff8
1961,,b00vhoj3em
1962,,b01dzrn0ns
1963,,b0bfbwdhbt
1964,,b0b5hkdctw
1965,,b09tnzhtg7
1966,,b0blk42n6n
1967,,b07ttdkntz
1968,,b0b7bt8btb
1969,,b083x74kvc
1970,,b08ddj96bs
1971,,b08dkmj6p2
1972,,b07xx1f5wg
1973,,b00nk4ns8y
1974,,b098dd5qk2
1975,,b00y35wpr4
1976,,b06zymlv7k
1977,,b0bg3sz57x
1978,,b00ffj6xti
1979,,b076hz29dw
1980,,b09t66q3pq
1981,,b07h5qlzpl
1982,,b0c5j1kb23
1983,,b06xprmp6l
1984,,b000vimpj0
1985,,b0c4qc8s3m
1986,,b07kf8hrzs
1987,,b08dhh6xb6
1988,,b00uaqngbo
1989,,b00x66irhs
1990,,b09zb1zfjx
1991,,b017j8mepo
1992,,b085nyxxk3
1993,,b00brag4ts
1994,,b08lkp29l8
1995,,b0753c25lv
1996,,b084s64fph
1997,,b083fdf28z
1998,,b077g9jv11
1999,,b00fmon6uu
2000,,b0bgmwk5yq
2001,,b00wjyv6xa
2002,,b08jv7717y
2003,,b075ylbrwf
2004,,b08wctm4cf
2005,,b00vnmlrom
2006,,b07rgn3m6k
2007,,b0bpqsbv47
2008,,b09464qbrj
2009,,b07vl6lx7v
2010,,b002fkcj7a
2011,,b083zqndz3
2012,,b01ljdtl6a
2013,,b08fbx9ybn
2014,,b0074gx2ye
2015,,b0bpp2y6y6
2016,,b085hg44z6
2017,,b076hqv5bq
2018,,b0bqlw5y3f
2019,,b0bpjskf2w
2020,,b07r7bg4l1
2021,,b086mhsjzg
2022,,b09p86fwqc
2023,,b09x2jjfpk
2024,,b076vtxqr2
2025,,b072fj1wd9
2026,,b00i3yo1pa
2027,,b09nn82zn3
2028,,b00n84vkt0
2029,,b09l7zbyjw
2030,,b08s5q7tcg
2031,,b077m5f9gl
2032,,b06xg34gn2
2033,,b08nq49y4y
2034,,b0018od8ew
2035,,b07xxxf3ny
2036,,b017n8ejn0
2037,,b071w9l4jg
2038,,b01euo1t1k
2039,,b01cvuddtq
2040,,b08kq8sbht
2041,,b071f3bpk1
2042,,b01n0obdlb
2043,,b09yxt1tky
2044,,b07sr7m6y9
2045,,b09jhrl9r2
2046,,b07ztpvvyp
2047,,b09qt5bzmv
2048,,b092j2hb4s
2049,,b01cply4je
2050,,b0041bpfdg
2051,,b08d4ljsqv
2052,,b07f1rpg73
2053,,b0cbgw3hnk
2054,,b004rb73a8
2055,,b076f37t1v
2056,,b07zhdmy7x
2057,,b096rgckqv
2058,,b07qdp8gyb
2059,,b092cxzpw6
2060,,b083thk69m
2061,,b07b63kstj
2062,,b0b8ntl1wg
2063,,b0777lc8wc
2064,,b006cqdiua
2065,,b00014weig
2066,,b072px853h
2067,,b001j5xhk0
2068,,b083m578gk
2069,,b009vg1u7q
2070,,b08g9pnld4
2071,,b01k098d68
2072,,b07h5sgw61
2073,,b00u9ztaji
2074,,b086b97w1d
2075,,b01mq9kl81
2076,,b08dwgbvgm
2077,,b07ps4j2kj
2078,,b07822z42m
2079,,b0bzdcvbg4
2080,,b01nca5djc
2081,,b08rp2s3wk
2082,,b00setlnsc
2083,,b08nhyvgzt
2084,,b081drm8p4
2085,,b07l96hrc8
2086,,b06xdsqrmj
2087,,b01645m3ja
2088,,b08qmqgp3k
2089,,b00jf9gu88
2090,,b09c5n2x5y
2091,,b0bq2xx11b
2092,,b00004ocj8
2093,,b00004sacj
2094,,b07fbdwltb
2095,,b01acardy8
2096,,b01252akau
2097,,b07dxj9wkf
2098,,b091fr6y67
2099,,b07vbwdb1r
2100,,b07pnd7cq5
2101,,b087p5x1cg
2102,,b00dutgtb2
2103,,b0bgsc1m7q
2104,,b00nmrdqrm
2105,,b0c6g1t9vj
2106,,b073p2sk32
2107,,b00i8mvgi2
2108,,b0c4lkms27
2109,,b0bnqfy9mr
2110,,b09fgjkhf4
2111,,b01md0inwh
2112,,b0c33q8ngy
2113,,b07md4d12f
2114,,b07pj6frbb
2115,,b00h25ssa0
2116,,b08ymmscdj
2117,,b08kqkz9nb
2118,,b08cn3ps9k
2119,,b001fa1fhg
2120,,b0c2cwmnv5
2121,,b0bvsl9mff
2122,,b01lmyr5tq
2123,,b0bmff9c5f
2124,,b0c6wxs132
2125,,b097skh9dj
2126,,b0789sfswc
2127,,b06wrpfv2p
2128,,b07x13nskh
2129,,b07pfvr33v
2130,,b000xy8pdw
2131,,b07v9m33rk
2132,,b07h3sm8g5
2133,,b07fnpb32q
2134,,b0199c7qq0
2135,,b08p4d95y2
2136,,b0bmgc9j18
2137,,b00rdpzfim
2138,,b009hvh4so
2139,,b09y5nrj64
2140,,b07ycrgbjk
2141,,b002nbnj7k
2142,,b019wlun40
2143,,b0bqy4pyns
2144,,b07v9ncgbz
2145,,b072l2fbbd
2146,,b0036uz60u
2147,,b07zqq3tm9
2148,,b0786mmbth
2149,,b0b5212m72
2150,,b07tt4sd89
2151,,b077r9b3dl
2152,,b003bknl98
2153,,b09xmzxlxp
2154,,b008bwesbq
2155,,b07cmshvbd
2156,,b000p9tqem
2157,,b0c61y3h9s
2158,,b011jayeq0
2159,,b000xywqw8
2160,,b01252ektw
2161,,b01d5uc036
2162,,b0734mr4s8
2163,,b08brl8qn6
2164,,b089fg9hwp
2165,,b08dg5zfb7
2166,,b09hz1fc4v
2167,,b0bnk3y7sh
2168,,b08yqndyyd
2169,,b01jirw2ni
2170,,b09q82fpt9
2171,,b00a7yt9ry
2172,,b00iuak07k
2173,,b01gvvqnl6
2174,,b01bw7h5g6
2175,,b0046k66zs
2176,,b010e1zqvc
2177,,b07dfhswk9
2178,,b0bd36661s
2179,,b000ga0pcw
2180,,b07dggtb21
2181,,b0b8ydt8sx
2182,,b0bnn66w4q
2183,,b091hnw9bd
2184,,b000codl8w
2185,,b0b8vq1dc7
2186,,b015u0xma4
2187,,b09wncvwxn
2188,,b085n2xsfd
2189,,b07c2qx8c1
2190,,b0b6498gfp
2191,,b01n3qf4ds
2192,,b073v66kn1
2193,,b08ksnrtfg
2194,,b07q8dxpyd
2195,,b0b9xv7t5y
2196,,b073p751jb
2197,,b08bfkhlsz
2198,,b0c3ndrlwq
2199,,b07pgc7wp3
2200,,b07h57pvfm
2201,,b075fg7yy1
2202,,b0bnn1vpcn
2203,,b092r7z3pb
2204,,b0009rf81a
2205,,b09mllz7bx
2206,,b07y2mmnvn
2207,,b0bnq7fvsv
2208,,b079zq78nt
2209,,b00us645gq
2210,,b01gvgx8tg
2211,,b0c6hcl8vs
2212,,b01enfxwos
2213,,b06xr8tq6t
2214,,b002fr5ncq
2215,,b0b4rfmmmk
2216,,b071h9371t
2217,,b08y8vxn6s
2218,,b00zxlon9a
2219,,b00f54jvss
2220,,b00p8e14k8
2221,,b00wgkhuqe
2222,,b09zq2xz2r
2223,,b00xgoz7vy
2224,,b07nrnqkhv
2225,,b0bzz6969z
